objid,inventorynr,inventorynr_sorted,originaltitle,title_de,title_en,production_date,in_exhibition,material_de,material_en,measurement_height,measurement_width,measurement_depth,measurement_unit,description_de,description_en,creditline,acquiry_date,exploitation_rights,default_image,tags
28826,MG 678/0,MG 00678/000,"TV–Picture No.1, piece no.121","TV-Bild Nr. 1, Stück Nr. 121",,1966,no,"Druck, Münzen, gestempelt","Printing, coins, stamped",45.8,35.6,,cm,,,Schenkung aus der Sammlung Dr. Heidi Fazekas/donation from the collection Dr. Heidi Fazekas,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=28826,Neuzugänge 2018
28827,MB 105/0,MB 00105/000,Ohne Titel (If I go there...),Untitled (If I got there...),,2005,no,Eitempera auf Holz,Egg tempera on wood,56.5,80.0,2.8,cm,,,Schenkung aus der Sammlung Dr. Heidi Fazekas/donation from the collection Dr. Heidi Fazekas,2018,Johanna Kandl,https://www.mumok.at/imageobject.php?objid=28827,Neuzugänge 2018
28828,MB 106/0,MB 00106/000,Ohne Titel (Should I stay...),Untitled (Should I stay...),,2005,no,Eitempera auf Holz,Egg tempera on wood,56.5,80.0,2.8,cm,,,Schenkung aus der Sammlung Dr. Heidi Fazekas/donation from the collection Dr. Heidi Fazekas,2018,Johanna Kandl,https://www.mumok.at/imageobject.php?objid=28828,Neuzugänge 2018
28829,MB 107/0,MB 00107/000,Ohne Titel (burning down the house…),Untitled (burning down the house…),,2007,no,Eitempera auf Holz,Egg tempera on wood,49.5,66.0,2.3,cm,,,Schenkung aus der Sammlung Dr. Heidi Fazekas/donation from the collection Dr. Heidi Fazekas,2018,Johanna Kandl,https://www.mumok.at/imageobject.php?objid=28829,Neuzugänge 2018
25758,B 1040/0,B 01040/000,Kiwano,,,2016,no,Acryl auf Jute,Acrylic on jute,130.5,80.0,4.5,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2016,Maja Vukoje,https://www.mumok.at/imageobject.php?objid=25758,Neuzugänge 2016
25759,B 1041/0,B 01041/000,Leo,,,2015,no,Bleiche auf Jute,Acrylic on jute,140.0,110.0,2.0,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2016,Maja Vukoje,https://www.mumok.at/imageobject.php?objid=25759,Neuzugänge 2016
25760,B 1042/0,B 01042/000,Würfel,,Cube,2015,no,"Acryl, Zucker, Kaffee auf Jute","Acrylic, sugar, coffee on jute",70.0,70.0,2.0,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2016,Maja Vukoje,https://www.mumok.at/imageobject.php?objid=25760,Neuzugänge 2016
25761,B 1043/0,B 01043/000,Untitled,Ohne Titel,,2013,no,Acryl auf Jute,Acrylic on jute,180.5,140.7,4.5,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2016,Maja Vukoje,https://www.mumok.at/imageobject.php?objid=25761,Neuzugänge 2016
25765,MG 599/0,MG 00599/000,O.T. aus der Serie: Lenin und das schwarze Quadrat,,O.T. from the series: Lenin and the black Square,2014 - 2016,no,"Holzdruck auf Papier, 6 Blätter","Wood print on paper, 6 sheets",70.0,100.0,,cm,,,"Sammlung/Collection Dieter und Gertraud Bogner im/at the mumok, seit/since",2016,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=25765,Neuzugänge 2016
25766,G 1345/0,G 01345/000,"Die Schwester mit dem jungen Mann...(Brecht ""Kleinbürgerhochzeit"")",,The Sister with the young man... (Brecht “A Respectable Wedding”),1973,no,"Bleistift, Buntstift, Kreide, Transparentpapier, Seidenpapier auf Papier montiert","Pencil, crayon, chalk, tracing paper, tissue paper mounted on paper",38.2,49.1,,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2016,Renate Bertlmann,https://www.mumok.at/imageobject.php?objid=25766,Neuzugänge 2016
25767,MP 98/0,MP 00098/000,The Library,Die Bibliothek,,1990,no,"Holz, Bücher","Wood, editions of books",,,,,,,Private Schenkung/ Private Donation,2016,"Svetlana Kopystiansky, Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=25767,
25768,P 704/0,P 00704/000,"As He Remembered It, Living Room Category                                  Harris, Living Room, (Den), No. 1 
Harris, Living Room, (Den), No. 2
Hiler, Living Room, (Den), No. 3","So wie er sich erinnert, Wohnzimmer Kategorie
Harris, Wohnzimmer (Den), No.1 
Harris, Wohnzimmer (Den), No. 2 
Hiler, Wohnzimmer (Den), No. 3",,2011,no,"Acryllack auf PUR-Lack auf Pappelsperrholz, Leinen und Metall","Acrylic lacquer on polyurethane varnish on poplar plywood, linen and metal",218.0,360.0,1020.0,cm,"Im Schaufenster eines Geschäftes in Los Angeles sah Stephen Prina zufällig ein Möbelstück des österreichischen Architekten Rudolph Schindler. Diese Begegnung war Ausgangspunkt für die Arbeit „As he remembered it“. Wie für Schindlers Möbelentwürfe üblich, war es ein Einbaumöbel und genau auf die Architektur des Raumes abgestimmt. Für den Verkauf war es zu einem Einzelstück umgebaut worden und so aus seinem Kontext gerissen. „Es war nahezu grausam, damals das Möbel zu sehen“, erzählt Prina, „so als wäre es ein abgetrennter Körperteil.“ Er merkt an, dass es sich dabei um eine Art umgekehrten Phantomschmerz handelte, bei dem das abgetrennte Möbel den Betrachtenden auf unangenehme Weise an den verlorenen Körper, das Haus, gemahnt. „Ich habe es neulich einem Freund beschrieben, und dieser verglich es mit den Phantomschmerzen bei einem abgetrennten Körperglied […]. Später wurde mir aber bewusst, dass es nicht wirklich so ist. Es ist vielmehr der Phantomkörper, denn er ist es, der fehlt, der Körperteil ist da.“Prina ließ 28 Einbaumöbel aus Häusern von Schindler anhand von Plänen nachbauen. Schindler verstand Architekturpläne lediglich als Vorschlag. Die Ausführung sollte vom Prozess des Bauens und der währenddessen zu treffenden Entscheidungen bestimmt sein. Die prozesshafte, von Entscheidungen, äußeren Umständen und Zufällen bestimmte Vorgehensweise führte für Schindler auf eine Realisierung zu. Indem Prina ein ähnliches Verfahren anwendet, kritisiert er Bedingungen der Konzeptkunst, die versucht, individuelle Erfahrung oder temporäre Gegebenheiten zu ignorieren. Prina verankert „As he remembered it“ zum Beispiel klar im Herstellungsjahr 2011, indem er die Arbeit mit der „Farbe des Jahres“ bemalt hat: „Pantone Honeysuckle 2011 Color of the Year“.","Stephen Prina saw a piece of furniture by Austrian architect Rudolph Schindler in a shop window in Los Angeles by chance. This encounter was the starting point for the work “As he remembered it.” It was a piece of built-in furniture (as was usual for Schindler) and thus fitted with the architecture of the room perfectly. It had been modified for sale as a separate piece and had thus been torn from its context. “At the time it was almost painful to see the piece,” Prina recounts, “it was as if a part of your body had been cut off.” He noted that it was a kind of reversed phantom pain in which the separated piece of furniture reminded the viewer, in an unpleasant way, of the lost body, the house. “I recently described it to a friend and he compared it to the phantom pain of an amputated limb (...) It was only later that I realized that it was not really like that. It’s much more that it is a phantom body that’s missing and it’s the limb that’s there.”Prina had 28 pieces of built-in furniture from Schindler’s houses copied from plans. Schindler considered that architectural plans were only suggestions. Their execution was to be determined by, and during, the process of building itself. This processual method, determined by the decisions, by external circumstances and coincidences, led Schindler toward a realization. By adopting a similar procedure, Prina was criticizing the preconditions of conceptual art which attempts to ignore individual experience and temporary states. For example, Prina clearly anchored “As he remembered it” in the year it was produced by painting it in the color of the year: “Pantone Honeysuckle: Color of the Year 2011”.",erworben/acquired in,2016,Stephen Prina,https://www.mumok.at/imageobject.php?objid=25768,Neuzugänge 2016
25769,MG 600/0,MG 00600/000,Waschtag - Dubna III - Reinhold's und Renate's Kopfpolster,,Washing Day – Dubna III - Reinhold's and Renate's Headrest pad,1977,no,"Bleistift, Tempera auf Packpapier, Wäschereietiketten","Pencil, tempera on packing paper, laundry labels",20.0,24.5,,cm,,,Schenkung der Künstlerin/donation of the artist,2016,Renate Bertlmann,https://www.mumok.at/imageobject.php?objid=25769,Neuzugänge 2016
26837,ÖL-Stg 461/0,ÖL-Stg 00461/000,No title,Ohne Titel,,1967,no,Öl auf Baumwollgewebe,Oil on cotton duck,244.0,107.0,4.0,cm,,,"Leihgabe der Österreichischen Ludwig-Stiftung/On loan from the Austrian Ludwig Foundation, seit/since",2016,Hauser & Wirth/The Estate of Lee Lozano,https://www.mumok.at/imageobject.php?objid=26837,Neuzugänge 2017
26838,ÖL-Stg 462/0,ÖL-Stg 00462/000,Universal Wealth,,,1987,no,"86 Bilder, Öl auf Leinwand, Acrylglas, Vitrine","86 pictures, oil on canvas, acrylic glass, display case",125.0,121.0,52.0,cm,,,"Leihgabe der Österreichischen Ludwig-Stiftung/On loan from the Austrian Ludwig Foundation, seit/since",2016,Courtesy Bleich-Rossi/Jutta Koether,https://www.mumok.at/imageobject.php?objid=26838,Neuzugänge 2016
26839,HB 3/0,HB 00003/00000,Farbe TV,,,ohne Jahr/undated,no,"Farbfotografien, Farbnegative, Druck auf Papier, Pappe","Color photographs, color negative, print on paper, cardboard",,,,,,,Schenkung Michael Merighi/donation by Michael Merighi,2015,mumok,https://www.mumok.at/imageobject.php?objid=26839,
27969,MG 632/0,MG 00632/000,O.T.,,,1993,no,"195 analoge Farbfotografien, Gelatineschicht bis zum Papierträger abgeschmirgelt, zusammengenäht","195 analog color photographs, gelatin layer sanded down to the paper carrier, sewn together",147.0,742.0,,cm,,,Schenkung Maria Hahnenkamp/donation by Maria Hahnenkamp,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=27969,Neuzugänge 2018
27970,MAV 72/0,MAV 00072/000,Avoidance im Studio,,,1992,no,"Video, Farbe, stumm, 24 min 5 s","Video, color, silent, 24 min 5 sec",,,,,,,Schenkung Heimo Zobernig/donation by Heimo Zobernig,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=27970,Neuzugänge 2018
27971,MAV 73/0,MAV 00073/000,Avoidance Label,,,1992,no,"Video, Farbe, stumm, 34 min 48 s, loop","Video, color, silent, 34 min 48 sec, loop",,,,,,,Schenkung Heimo Zobernig/donation by Heimo Zobernig,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=27971,Neuzugänge 2018
31525,MAV 75/0,MAV 00075/000,"122. Aktion, Burgtheater Wien",,,2005,no,"Teil 1: Video, Farbe, Ton, 111 min 58 s, Teil 2: Video, Farbe, Ton, 100 min 20 s","Part 1: Video, color, sound, 111 min 58 sec, Part 2: Video, color, sound, 100 min 20 sec",,,,,,,Schenkung Hermann Nitsch/donation by Hermann Nitsch,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=31525,Neuzugänge 2018
31529,MAV 76/0,MAV 00076/000,"130. Aktion, Museo Nitsch Neapel",,,2010,no,"Video, Farbe, Ton, 89 min 28 s","Video, color, sound, 89 min 28 sec",,,,,,,Schenkung Hermann Nitsch/donation by Hermann Nitsch,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=31529,Neuzugänge 2018
31530,MAV 77/0,MAV 00077/000,"155. Aktion BETA, Prinzendorf",,,2018,no,"Video, Farbe, Ton, 117 min 07 s","Video, color, sound, 117 min 07 sec",,,,,,,Schenkung Hermann Nitsch/donation by Hermann Nitsch,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=31530,Neuzugänge 2018
31532,MAV 78/0,MAV 00078/000,"150. Aktion, Tasmanien",,,2017,no,"Video, Farbe, Ton, 156 min 15 s","Video, color, sound, 156 min 15 sec",,,,,,,Schenkung Hermann Nitsch/donation by Hermann Nitsch,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=31532,Neuzugänge 2018
31533,MAV 79/0,MAV 00079/000,40. Malaktion (im ehemaligen 20er Haus),,,1997,no,"Video, Farbe, Ton, 32 min 43 s","Video, color, sound, 32 min 43 sec",,,,,,,Schenkung Hermann Nitsch/donation by Hermann Nitsch,2018,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=31533,Neuzugänge 2018
27718,MG 627/0,MG 00627/000,French Exit,,,2014,no,Acryl auf Papier,Acrylic on paper,59.1,45.7,,cm,,,Schenkung von Phileas – A Fund for Contemporary Art/donation by Phileas – A Fund for Contemporary Art,2017,Ulrike Müller,https://www.mumok.at/imageobject.php?objid=27718,Neuzugänge 2017
27719,MG 628/0,MG 00628/000,Profil,,,2014,no,"Acryl, Buntstift und Collage auf Papier","Acrylic, crayon and papier collé on paper",59.1,45.7,,cm,,,Schenkung von Phileas – A Fund for Contemporary Art/donation by Phileas – A Fund for Contemporary Art,2017,Ulrike Müller,https://www.mumok.at/imageobject.php?objid=27719,Neuzugänge 2017
27720,MG 629/0,MG 00629/000,Stürmisch,,,2014,no,Acryl auf Papier,Acrylic on paper,59.1,45.7,,cm,,,Schenkung von Phileas – A Fund for Contemporary Art/donation by Phileas – A Fund for Contemporary Art,2017,Ulrike Müller,https://www.mumok.at/imageobject.php?objid=27720,Neuzugänge 2017
27721,MAV 69/0,MAV 00069/000,Last Night,Letzte Nacht,,2016,no,"HD Video, Ton, Farbe, 13 h 29 min","HD video, sound, color, 13 h 29 min",,,,,,,Schenkung Martin Beck/donation by Martin Beck,2017,Martin Beck,https://www.mumok.at/imageobject.php?objid=27721,Neuzugänge 2017
27722,MB 96/0,MB 00096/000,LM (purpur),,,2008,no,Pigmente in h-w-emulsion auf Molino,Pigments in h-w emulsion on molino,180.0,150.0,4.5,cm,,,Schenkung Dr. Gabriele Schor/donation by Dr. Gabriele Schor,2018,Margit Hartnagel,https://www.mumok.at/imageobject.php?objid=27722,Neuzugänge 2018
27723,G 1366/0,G 01366/000,Ohne Titel,,Untitled,1988,no,"Aquarell, Metalleffektfarbe, Tusche auf rosafarbenem Papier","Watercolor, metallic effect paint, india ink on pink paper",20.8,29.4,,cm,,,erworben/acquired in,2017,Jutta Koether,https://www.mumok.at/imageobject.php?objid=27723,
27724,G 1367/0,G 01367/000,Ohne Titel,,Untitled,1988,no,"Aquarell, Tusche, Collage auf Papier","Watercolor, india ink, collage on paper",20.9,29.6,,cm,,,erworben/acquired in,2017,Jutta Koether,https://www.mumok.at/imageobject.php?objid=27724,
27725,G 1368/0,G 01368/000,Ohne Titel,,Untitled,1988,no,"Aquarell, Tusche, Collage mit Digital-Druck, Faserschreiber, Kugelschreiber auf Papier","Watercolor, india ink, collage with digital print, fiber pen, ball pen on paper",20.9,29.6,,cm,,,erworben/acquired in,2017,Jutta Koether,https://www.mumok.at/imageobject.php?objid=27725,
27726,G 1369/0,G 01369/000,Ohne Titel,,Untitled,1988,no,"Aquarell, Tusche auf Papier","Watercolor, india ink on paper",20.9,29.6,,cm,,,erworben/acquired in,2017,Jutta Koether,https://www.mumok.at/imageobject.php?objid=27726,
27727,G 1370/0,G 01370/000,Ohne Titel,,Untitled,1988,no,"Aquarell, Tusche, Collage auf Papier","Watercolor, india ink, collage on paper",20.9,29.6,,cm,,,erworben/acquired in,2017,Jutta Koether,https://www.mumok.at/imageobject.php?objid=27727,
27728,G 1371/0,G 01371/000,Last Night,,Letzte Nacht,2013,no,"Siebdruck auf Papier, montiert auf Dibond","Silkscreen on paper, mounted on Dibond",91.4,71.1,,cm,,,erworben/acquired in,2017,Martin Beck,https://www.mumok.at/imageobject.php?objid=27728,
27731,MG 630/0,MG 00630/000,Einzeller auf Reisen,,,2016,no,"Buch mit 21 Blättern, Mischtechnik auf Papier","Book with 21 sheets, mixed media on paper",68.0,50.0,5.5,cm,,,Schenkung Hubert Scheibl/donation by Hubert Scheibl,2017,Hubert Scheibl,https://www.mumok.at/imageobject.php?objid=27731,
27732,P 718/0,P 00718/000,The 8 and the Fist (I),Die 8 und die Faust (I),,2017,no,"Stahl bemalt, Porzellan, gegossenes Porzellan, schwarzes Pigment, tiefrotes Pigment","Painted steel, porcelain, cast porcelain, black pigment, deep red pigment",210.0,50.0,57.0,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2017,Barbara Kapusta,https://www.mumok.at/imageobject.php?objid=27732,Neuzugänge 2017
27749,MP 116/0,MP 00116/000,PETIT SAINT BERNARD AVEC BOX (No III AP / LINEN VERSION WITH BRASSARD AND EYE PATCH),,,2016,no,"Hund: Leinen, Baumwolle, Baumwoll-Vlies, Applikationen; Box: Holz, Lack","Dog: linen, cotton, cotton-fleece, appliqués; Box: wood, lacquer",85.0,35.0,65.0,cm,,,Schenkung der Künstlerin/donation of the artist,2018,Cosima von Bonin,https://www.mumok.at/imageobject.php?objid=27749,Neuzugänge 2018
28087,MG 651/0,MG 00651/000,"Nummer 16 (Gold, Edelweiss)",,,2001,no,"Collage, Aquarell auf Papier","Collage, watercolor on paper",19.0,28.2,,cm,,,Schenkung Alexandra Schlag/donation by Alexandra Schlag,2017,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=28087,
28084,MG 648/0,MG 00648/000,Zitrone und Kreise,,Lemon and circles,2012,no,Collage auf Karton,Collage on cardboard,13.0,19.0,,cm,,,Schenkung Alexandra Schlag/donation by Alexandra Schlag,2017,"Bildrecht, Wien",https://www.mumok.at/imageobject.php?objid=28084,
28052,MP 120/0,MP 00120/000,Stigmata aus Großmannssucht,,,2000,no,"Installation, diverse Materialien","Installation, various materials",280.0,330.0,1300.0,cm,,,"Schenkung Sammlung Alexander Schröder, Berlin/donation Collection Alexander Schröder, Berlin",2018,Kai Althoff,https://www.mumok.at/imageobject.php?objid=28052,Neuzugänge 2018
28053,MB 99/0,MB 00099/000,Paradise Lost,,,2016,no,"Aquarell, Tusche auf Holz","Watercolor, india ink on wood",173.0,128.0,3.9,cm,,,Schenkung Hans Weigand/donation by Hans Weigand,2018,Hans Weigand,https://www.mumok.at/imageobject.php?objid=28053,Neuzugänge 2018
28054,B 1054/0,B 01054/000,Ghostsurfer 5,,,2016,no,"Aquarell, Tusche auf Holz","Watercolor, india ink on wood",127.4,87.5,3.9,cm,,,"erworben mit Unterstützung des BKA, Sektion Kunst/acquired with support of BKA, Sektion Kunst",2018,Hans Weigand,https://www.mumok.at/imageobject.php?objid=28054,Neuzugänge 2018
